0,1,2,3
835.3939213414379,82.32102264820806,895.9968257288746,166.38752685130368
835.0522889910575,83.76999280009784,896.6262100973898,166.28110447691975
840.5721111775791,81.57081732856767,899.5382133754116,163.5677589935886
851.4644207442392,83.11453600561913,905.723609731498,162.50203255956902
862.6940900483253,85.37512063697318,909.0965263154062,160.13871535175673
871.6209212738028,85.72612092089472,912.3476072457039,158.28567062106208
878.1267286874823,86.48956647385924,916.1398087233325,159.93252949421068
880.4918796146499,86.33117511667137,916.8254557432169,160.99682459612796
885.0802819470082,85.98903246281066,921.1473869913934,163.41056582476
892.5069107211507,85.44942924081006,929.1123809345047,165.7118482567007
899.540045694788,86.26969824402576,939.6219272917151,168.66806204949026
904.9164072433317,86.18147519856683,948.5363474638174,171.1908234238104
908.162421067083,84.59375414663722,954.7450980595131,170.23923563937902
909.696263035531,84.84238663587016,958.5902757081758,171.2756908050405
913.9122536838602,86.87865122135196,963.9822694378154,172.9213400813199
918.624614593175,87.44879702907082,967.9761529447526,171.5651356872059
919.8569827161932,87.6588494203726,969.3551869150904,171.86734385666935
923.055110561728,86.75652109037168,970.7356077058903,170.59141827647704
927.468112924928,85.56189502218012,972.6431263602948,168.82694682377593
929.3497232303471,85.2277759958582,972.7422071594697,168.11091471009803
933.9634944425057,84.9641609869359,976.4907355405115,167.52291475531376
937.6943374626059,84.73685709782418,979.8095926476543,167.0641001335849
942.4716293383848,84.44428064790796,985.7277515966931,167.2774160060469
946.1395135811333,84.5056648801602,991.8048604879432,167.78105074317494
948.9001528968724,85.05690842618867,996.7501366185941,166.45698882685383
949.4505951004443,85.52765754432485,998.8794656090175,165.72590398460602
950.3218133113621,86.99480926990982,1000.7012392236581,164.89260621498227
951.1478963930922,90.36516981166557,1003.8174789162351,166.90367662479946
951.0886016876577,93.49449850696804,1004.0461899213294,167.70666277434862
951.366366165531,94.86936502259434,1004.1541411058924,167.0242300133614
952.185259930758,95.46936952571707,1006.0870610601652,167.58954943554028
952.2196341861555,95.71315229099841,1006.9443101399733,167.78670031674406
951.5718634483991,95.63348165055275,1005.611731498234,167.86937791675103
950.6525455022936,95.64569018771722,1005.9148203046059,167.7419417674339
950.3155792123944,91.73339071978397,1008.3331835229642,165.37442100987
945.8885318790196,89.85542304654732,1005.1081030156447,163.6428689438009
938.4167374266807,89.5434934209466,993.6785225515663,161.9535743946563
935.6794518939641,89.36583961618791,987.8157659996664,160.15834371013256
932.3304131169555,89.56513550580644,982.4102577528065,160.0238740520881
,,,
,,,
,,,
910.8221513650839,89.58133081846452,972.3867004303589,163.91608287557202
908.7232473511021,88.47323187533402,972.2317040703472,164.6883073330073
904.1640574552127,84.5335225107867,970.1422631444743,162.31578622690088
,,,
,,,
,,,
879.1393901828056,83.01164271644191,927.4687321037819,164.15374855430102
877.627394585623,82.63595277426353,924.7639703768734,164.68322916651144
874.638163621783,82.88943823885265,922.5397748834484,164.45929965111435
