0,1,2,3
615.0,728.0,720.0,942.0
615.6332550048828,739.6108093261719,695.6363830566406,936.9974365234375
597.5189514160156,734.3617858886719,670.1817932128906,924.5620422363281
579.9084625244141,734.3527526855469,672.285888671875,910.498779296875
563.4868316650391,740.0873718261719,658.1146545410156,889.8602905273438
547.5488433837891,747.7458190917969,629.5498352050781,891.5696105957031
531.9517059326172,755.5800170898438,631.6049499511719,905.68017578125
530.8145599365234,755.9378662109375,625.6948852539062,902.05615234375
512.9386596679688,766.5058898925781,605.8976135253906,976.1667785644531
502.3551330566406,773.0906677246094,584.3037414550781,985.6750793457031
487.1525421142578,774.3751983642578,573.2133483886719,991.4417724609375
467.83509826660156,773.5911560058594,561.0236511230469,989.3298645019531
449.4036560058594,769.3757019042969,558.4554138183594,987.9215087890625
449.98094177246094,773.9732513427734,556.4601745605469,990.9200744628906
434.2306365966797,770.1847839355469,501.8132629394531,898.7858581542969
421.8534240722656,758.9127807617188,497.5113525390625,904.2298278808594
402.28431701660156,745.7060089111328,486.71478271484375,893.3373413085938
390.5943908691406,737.7006072998047,487.9745788574219,891.0672607421875
374.1615753173828,734.9948577880859,466.2242126464844,890.9163208007812
378.56451416015625,735.7248229980469,467.1435241699219,882.5296630859375
354.3655090332031,736.1722564697266,452.66949462890625,885.54150390625
345.318359375,735.3001556396484,440.4122009277344,890.9109497070312
340.6676483154297,735.5788269042969,430.4971618652344,902.4311218261719
317.4510955810547,740.880859375,424.0733337402344,902.4471740722656
328.46466064453125,745.0632781982422,421.3165283203125,901.3883972167969
331.38275146484375,742.9864959716797,423.3965759277344,901.8510437011719
325.16883850097656,749.8936767578125,415.9546203613281,901.3081970214844
315.51185607910156,757.4976501464844,411.2304382324219,899.9779357910156
308.0278778076172,765.5479736328125,395.0703125,903.3999938964844
302.5143280029297,767.4975280761719,383.8683776855469,908.1817932128906
298.7421417236328,770.6232147216797,380.9601135253906,909.1952209472656
298.40940856933594,770.324951171875,378.6871032714844,908.3959655761719
294.39024353027344,772.0199737548828,375.2319030761719,906.9035339355469
298.24171447753906,770.3756408691406,379.6697998046875,906.8653259277344
297.7644500732422,767.0074768066406,389.186279296875,904.3304138183594
299.34942626953125,762.4008026123047,399.6560363769531,900.6560668945312
309.91888427734375,753.3320922851562,411.310302734375,901.3184204101562
308.8634796142578,756.4298858642578,411.8045959472656,897.8889465332031
314.79150390625,749.7384033203125,422.38726806640625,900.6383972167969
317.96278381347656,748.5938262939453,425.0476989746094,900.779052734375
327.6923828125,747.4454956054688,429.334716796875,901.3601684570312
334.24896240234375,748.1484527587891,433.9564514160156,898.2684631347656
346.04376220703125,752.2385406494141,436.7804870605469,898.2476196289062
344.931396484375,750.9386749267578,441.3741149902344,888.9259033203125
351.55438232421875,756.1740112304688,443.22198486328125,898.4889831542969
369.09259033203125,762.04833984375,453.7354736328125,900.7396850585938
375.56719970703125,762.9803161621094,464.5345153808594,899.458251953125
377.36590576171875,762.2530364990234,479.6562194824219,901.2852172851562
397.5062561035156,760.3006896972656,494.8599548339844,903.7918090820312
397.5922546386719,759.7508697509766,493.40496826171875,904.6888122558594
413.8109436035156,758.3077697753906,508.48760986328125,905.0552673339844
427.9091796875,757.5539703369141,516.6041564941406,905.4921569824219
442.91436767578125,754.6254119873047,536.0722351074219,909.1165771484375
452.45013427734375,752.7901611328125,553.3450317382812,900.4754028320312
469.6231384277344,745.3216094970703,564.6459045410156,907.3506164550781
468.1200866699219,746.67333984375,566.5265197753906,909.9656372070312
488.9452819824219,736.5872955322266,575.7232055664062,892.1022644042969
499.42803955078125,732.3165130615234,591.8637390136719,867.6569213867188
512.5112609863281,726.4875183105469,601.492919921875,871.9551086425781
531.6842346191406,720.3633728027344,615.0095520019531,871.3522338867188
545.9985046386719,721.2329559326172,628.1907348632812,904.0979919433594
544.3260803222656,724.2345733642578,626.8310852050781,900.4931945800781
556.9869995117188,720.9417266845703,641.6299743652344,953.1821594238281
576.910888671875,717.8674468994141,661.6460571289062,946.7076110839844
593.8919067382812,722.0678100585938,677.896484375,959.2210998535156
609.3256225585938,728.2087097167969,716.7020568847656,967.7381591796875
621.7061157226562,733.1011962890625,745.3674926757812,970.857177734375
621.2107238769531,732.3337860107422,738.2601623535156,971.0179748535156
636.7005920410156,738.587158203125,762.9451293945312,964.816650390625
644.7492980957031,739.7313385009766,775.425048828125,959.5729675292969
655.0867309570312,740.2928161621094,776.1329956054688,947.7553100585938
662.3678283691406,736.6195678710938,777.2272033691406,943.5095825195312
667.6313934326172,731.7736358642578,775.6346740722656,940.9510192871094
668.0395965576172,732.0776062011719,775.0773315429688,942.9290161132812
