0,1,2,3
530.0,392.0,602.0,545.0
530.8788452148438,391.62965393066406,597.9876708984375,545.6274719238281
530.8051300048828,390.2676696777344,595.7321472167969,546.2345886230469
529.4386138916016,389.9173278808594,595.1539611816406,545.2603454589844
530.1014709472656,373.8306121826172,594.6355590820312,547.1853637695312
529.3807678222656,365.6865234375,589.7742309570312,545.7894287109375
530.4684753417969,372.9793701171875,590.4823608398438,547.8432312011719
529.1883392333984,371.4116668701172,591.4837951660156,545.2944946289062
529.8079071044922,381.58563232421875,596.1138610839844,542.9986267089844
531.5315551757812,366.19984436035156,595.5234680175781,546.9239501953125
531.3660430908203,387.0113525390625,596.8865051269531,546.0096130371094
532.7077178955078,384.1959991455078,597.4635620117188,544.3199462890625
532.3202362060547,378.05419921875,603.0942687988281,545.3299255371094
532.1436309814453,404.9501647949219,603.5791320800781,543.9804382324219
533.1380310058594,399.1630859375,609.7974853515625,542.6202392578125
535.36474609375,387.14723205566406,608.1954650878906,541.5375061035156
535.0591888427734,375.3705749511719,606.6489562988281,545.9689636230469
536.3255462646484,367.2689514160156,609.0337219238281,543.7539367675781
542.971923828125,393.8674621582031,608.5656433105469,538.3524780273438
545.1705322265625,398.23121643066406,609.2323303222656,537.5930786132812
540.4153594970703,360.9822998046875,607.0757141113281,543.0773620605469
533.9534301757812,382.8929748535156,604.2808532714844,538.2879333496094
539.479248046875,385.1479187011719,604.1822814941406,531.0146179199219
539.5550842285156,380.5780334472656,609.320556640625,524.1289367675781
558.1267395019531,359.6752624511719,621.2434692382812,522.1431274414062
557.7213439941406,329.52113342285156,631.0361328125,520.3729553222656
560.2563629150391,337.9417419433594,633.77392578125,519.0663757324219
560.9615783691406,352.8275146484375,634.6480712890625,517.6851196289062
562.9142456054688,374.6014709472656,632.9031372070312,516.8494873046875
563.7141418457031,382.5808410644531,632.4671630859375,516.4424743652344
558.3769378662109,388.24554443359375,634.0977478027344,521.244873046875
559.6278381347656,393.1422576904297,630.1333618164062,522.2371520996094
559.9516906738281,397.47503662109375,626.4002380371094,521.8104553222656
560.4062652587891,397.2923583984375,623.9872436523438,519.8417663574219
563.7757568359375,394.8202209472656,620.4808959960938,516.4246826171875
566.5185089111328,393.0557098388672,631.6509399414062,518.0325317382812
567.4295349121094,388.4334716796875,633.2933349609375,512.5709228515625
566.7628021240234,387.0162658691406,633.2161560058594,513.9332275390625
566.6060638427734,384.53932189941406,632.7445373535156,512.5557556152344
567.9256744384766,384.4309844970703,634.6879577636719,512.3132629394531
557.1912231445312,384.7447814941406,631.8267822265625,513.0471801757812
551.2108001708984,381.83917236328125,634.5228271484375,515.6045837402344
547.4073638916016,380.0110321044922,633.4982604980469,516.8740844726562
547.0780029296875,380.19996643066406,631.1518249511719,516.9035034179688
545.4585113525391,377.82862854003906,627.2017822265625,514.939208984375
542.9570007324219,378.13441467285156,622.1098327636719,514.4176635742188
535.5102844238281,379.3363800048828,613.1253051757812,515.5322570800781
528.6597290039062,379.62294006347656,608.345947265625,516.1387023925781
519.7156524658203,379.13206481933594,607.9666137695312,520.7842407226562
512.9718017578125,381.77679443359375,606.9565734863281,520.4228515625
507.6866760253906,385.95147705078125,608.5888366699219,520.9996337890625
506.346923828125,388.35353088378906,609.8960571289062,521.5052185058594
505.7754821777344,389.4886779785156,607.100341796875,519.8299560546875
503.00323486328125,386.6772918701172,608.0744018554688,523.3169555664062
497.49281311035156,388.2441711425781,589.7871704101562,519.3345642089844
493.6457977294922,385.7365417480469,573.2544250488281,518.5244750976562
491.35426330566406,386.4371032714844,555.294189453125,517.500244140625
487.3941345214844,386.32911682128906,534.9541015625,517.6810302734375
